,dataset_name,model_name,batch_size,weight_decay,learning_rate,fix_noiselevel,init_noiselevel,dropout_prob
396,bostonHousing,noisyFCN,32,0.01,0.0005,0.01,0.05,0.01
397,bostonHousing,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.1
398,bostonHousing,fixnoiseFCN,32,0.001,0.0005,0.01,0.01,0.01
399,bostonHousing,noisyFCN,32,0.01,0.0005,0.01,0.1,0.01
400,bostonHousing,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.05
401,bostonHousing,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.01
402,bostonHousing,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.005
403,energy,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.2
404,bostonHousing,fixnoiseFCN,32,0.001,0.0005,0.05,0.01,0.01
405,bostonHousing,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.001
407,power-plant,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.2
408,bostonHousing,dropoutFCN,32,0.1,0.001,0.01,0.01,0.2
409,energy,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.1
410,bostonHousing,dropoutFCN,32,0.1,0.001,0.01,0.01,0.1
411,wine-quality-red,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.2
412,bostonHousing,dropoutFCN,32,0.1,0.001,0.01,0.01,0.05
413,energy,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.05
414,power-plant,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.1
415,bostonHousing,dropoutFCN,32,0.1,0.001,0.01,0.01,0.01
416,energy,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.01
418,bostonHousing,dropoutFCN,32,0.1,0.001,0.01,0.01,0.005
419,bostonHousing,fixnoiseFCN,32,0.001,0.0005,0.1,0.01,0.01
420,bostonHousing,dropoutFCN,32,0.1,0.001,0.01,0.01,0.001
421,energy,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.005
422,wine-quality-red,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.1
423,power-plant,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.05
424,bostonHousing,dropoutFCN,32,0.1,0.002,0.01,0.01,0.2
425,bostonHousing,dropoutFCN,32,0.1,0.002,0.01,0.01,0.1
426,energy,fixnoiseFCN,32,0.1,0.0001,0.001,0.01,0.01
427,bostonHousing,dropoutFCN,32,0.1,0.002,0.01,0.01,0.05
428,energy,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.001
430,bostonHousing,dropoutFCN,32,0.1,0.002,0.01,0.01,0.01
431,energy,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.2
432,energy,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.1
433,bostonHousing,dropoutFCN,32,0.1,0.002,0.01,0.01,0.005
434,power-plant,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.01
435,energy,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.05
436,bostonHousing,dropoutFCN,32,0.1,0.002,0.01,0.01,0.001
437,bostonHousing,fixnoiseFCN,32,0.001,0.001,0.001,0.01,0.01
438,energy,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.01
439,wine-quality-red,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.05
440,energy,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.005
441,energy,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.001
442,energy,dropoutFCN,32,0.1,0.001,0.01,0.01,0.2
443,power-plant,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.005
444,energy,dropoutFCN,32,0.1,0.001,0.01,0.01,0.1
445,bostonHousing,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.2
446,energy,dropoutFCN,32,0.1,0.001,0.01,0.01,0.05
447,energy,dropoutFCN,32,0.1,0.001,0.01,0.01,0.01
448,energy,dropoutFCN,32,0.1,0.001,0.01,0.01,0.005
449,energy,dropoutFCN,32,0.1,0.001,0.01,0.01,0.001
450,energy,dropoutFCN,32,0.1,0.002,0.01,0.01,0.2
451,bostonHousing,fixnoiseFCN,32,0.001,0.001,0.005,0.01,0.01
452,energy,dropoutFCN,32,0.1,0.002,0.01,0.01,0.1
453,power-plant,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.001
454,wine-quality-red,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.01
455,energy,dropoutFCN,32,0.1,0.002,0.01,0.01,0.05
456,bostonHousing,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.1
457,energy,dropoutFCN,32,0.1,0.002,0.01,0.01,0.01
458,energy,dropoutFCN,32,0.1,0.002,0.01,0.01,0.005
459,bostonHousing,noisyFCN,32,0.01,0.001,0.01,0.05,0.01
460,energy,dropoutFCN,32,0.1,0.002,0.01,0.01,0.001
461,energy,fixnoiseFCN,32,0.1,0.0001,0.005,0.01,0.01
462,bostonHousing,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.05
463,bostonHousing,fixnoiseFCN,32,0.001,0.001,0.01,0.01,0.01
464,power-plant,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.2
465,bostonHousing,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.01
466,wine-quality-red,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.005
467,power-plant,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.1
469,bostonHousing,noisyFCN,32,0.01,0.001,0.01,0.1,0.01
471,bostonHousing,fixnoiseFCN,32,0.001,0.001,0.05,0.01,0.01
472,energy,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.2
473,power-plant,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.05
474,wine-quality-red,dropoutFCN,32,0.1,0.0001,0.01,0.01,0.001
475,energy,fixnoiseFCN,32,0.1,0.0001,0.01,0.01,0.01
476,bostonHousing,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.005
477,power-plant,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.01
478,wine-quality-red,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.2
479,bostonHousing,noisyFCN,32,0.01,0.002,0.01,0.001,0.01
480,wine-quality-red,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.1
481,bostonHousing,fixnoiseFCN,32,0.001,0.001,0.1,0.01,0.01
482,power-plant,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.005
483,wine-quality-red,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.05
484,bostonHousing,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.001
485,power-plant,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.001
486,wine-quality-red,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.01
487,bostonHousing,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.2
488,energy,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.1
489,wine-quality-red,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.005
490,bostonHousing,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.1
491,power-plant,dropoutFCN,32,0.1,0.001,0.01,0.01,0.2
492,bostonHousing,fixnoiseFCN,32,0.001,0.002,0.001,0.01,0.01
493,energy,fixnoiseFCN,32,0.1,0.0001,0.05,0.01,0.01
494,bostonHousing,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.05
495,wine-quality-red,dropoutFCN,32,0.1,0.0005,0.01,0.01,0.001
496,bostonHousing,noisyFCN,32,0.01,0.002,0.01,0.005,0.01
497,power-plant,dropoutFCN,32,0.1,0.001,0.01,0.01,0.1
498,wine-quality-red,dropoutFCN,32,0.1,0.001,0.01,0.01,0.2
499,wine-quality-red,dropoutFCN,32,0.1,0.001,0.01,0.01,0.1
500,bostonHousing,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.01
501,power-plant,FCN,32,0.0001,0.002,0.01,0.01,0.01
502,power-plant,dropoutFCN,32,0.1,0.001,0.01,0.01,0.05
503,wine-quality-red,dropoutFCN,32,0.1,0.001,0.01,0.01,0.05
504,bostonHousing,noisyFCN,32,0.01,0.002,0.01,0.01,0.01
505,bostonHousing,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.005
506,wine-quality-red,fixnoiseFCN,32,0.1,0.0001,0.001,0.01,0.01
507,wine-quality-red,dropoutFCN,32,0.1,0.001,0.01,0.01,0.01
508,power-plant,dropoutFCN,32,0.1,0.001,0.01,0.01,0.01
509,energy,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.05
510,bostonHousing,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.001
511,bostonHousing,dropoutFCN,32,0.01,0.001,0.01,0.01,0.2
512,wine-quality-red,dropoutFCN,32,0.1,0.001,0.01,0.01,0.005
513,bostonHousing,dropoutFCN,32,0.01,0.001,0.01,0.01,0.1
514,bostonHousing,fixnoiseFCN,32,0.001,0.002,0.005,0.01,0.01
515,power-plant,dropoutFCN,32,0.1,0.001,0.01,0.01,0.005
516,bostonHousing,dropoutFCN,32,0.01,0.001,0.01,0.01,0.05
517,wine-quality-red,dropoutFCN,32,0.1,0.001,0.01,0.01,0.001
518,bostonHousing,dropoutFCN,32,0.01,0.001,0.01,0.01,0.01
519,bostonHousing,noisyFCN,32,0.01,0.002,0.01,0.05,0.01
520,wine-quality-red,dropoutFCN,32,0.1,0.002,0.01,0.01,0.2
521,energy,fixnoiseFCN,32,0.1,0.0001,0.1,0.01,0.01
522,bostonHousing,dropoutFCN,32,0.01,0.001,0.01,0.01,0.005
523,power-plant,dropoutFCN,32,0.1,0.001,0.01,0.01,0.001
524,bostonHousing,dropoutFCN,32,0.01,0.001,0.01,0.01,0.001
525,wine-quality-red,dropoutFCN,32,0.1,0.002,0.01,0.01,0.1
526,bostonHousing,fixnoiseFCN,32,0.001,0.002,0.01,0.01,0.01
527,bostonHousing,dropoutFCN,32,0.01,0.002,0.01,0.01,0.2
528,bostonHousing,dropoutFCN,32,0.01,0.002,0.01,0.01,0.1
529,wine-quality-red,dropoutFCN,32,0.1,0.002,0.01,0.01,0.05
530,energy,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.01
531,bostonHousing,noisyFCN,32,0.01,0.002,0.01,0.1,0.01
532,bostonHousing,dropoutFCN,32,0.01,0.002,0.01,0.01,0.05
533,power-plant,dropoutFCN,32,0.1,0.002,0.01,0.01,0.2
534,energy,fixnoiseFCN,32,0.1,0.0005,0.001,0.01,0.01
535,bostonHousing,dropoutFCN,32,0.01,0.002,0.01,0.01,0.01
536,bostonHousing,fixnoiseFCN,32,0.001,0.002,0.05,0.01,0.01
537,bostonHousing,dropoutFCN,32,0.01,0.002,0.01,0.01,0.005
538,wine-quality-red,dropoutFCN,32,0.1,0.002,0.01,0.01,0.01
539,bostonHousing,dropoutFCN,32,0.01,0.002,0.01,0.01,0.001
540,power-plant,dropoutFCN,32,0.1,0.002,0.01,0.01,0.1
542,wine-quality-red,dropoutFCN,32,0.1,0.002,0.01,0.01,0.005
543,energy,fixnoiseFCN,32,0.1,0.0005,0.005,0.01,0.01
544,power-plant,dropoutFCN,32,0.1,0.002,0.01,0.01,0.05
545,bostonHousing,fixnoiseFCN,32,0.001,0.002,0.1,0.01,0.01
546,bostonHousing,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.2
547,energy,fixnoiseFCN,32,0.1,0.0005,0.01,0.01,0.01
548,energy,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.005
549,bostonHousing,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.1
550,wine-quality-red,dropoutFCN,32,0.1,0.002,0.01,0.01,0.001
551,power-plant,dropoutFCN,32,0.1,0.002,0.01,0.01,0.01
552,wine-quality-red,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.2
553,bostonHousing,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.05
554,power-plant,dropoutFCN,32,0.1,0.002,0.01,0.01,0.005
555,energy,fixnoiseFCN,32,0.1,0.0005,0.05,0.01,0.01
556,wine-quality-red,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.1
557,bostonHousing,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.01
558,wine-quality-red,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.05
559,energy,fixnoiseFCN,32,0.1,0.0005,0.1,0.01,0.01
560,wine-quality-red,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.01
561,power-plant,dropoutFCN,32,0.1,0.002,0.01,0.01,0.001
562,energy,fixnoiseFCN,32,0.1,0.001,0.001,0.01,0.01
563,energy,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.001
564,wine-quality-red,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.005
565,bostonHousing,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.005
566,wine-quality-red,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.001
567,bostonHousing,fixnoiseFCN,32,0.0001,0.0001,0.001,0.01,0.01
568,wine-quality-red,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.2
569,energy,fixnoiseFCN,32,0.1,0.001,0.005,0.01,0.01
570,bostonHousing,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.001
571,energy,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.2
572,wine-quality-red,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.1
573,wine-quality-red,fixnoiseFCN,32,0.1,0.0001,0.005,0.01,0.01
574,wine-quality-red,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.05
575,bostonHousing,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.2
576,energy,fixnoiseFCN,32,0.1,0.001,0.01,0.01,0.01
577,bostonHousing,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.1
578,energy,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.1
579,wine-quality-red,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.01
580,bostonHousing,noisyFCN,32,0.001,0.0001,0.01,0.001,0.01
581,wine-quality-red,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.005
582,bostonHousing,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.05
583,wine-quality-red,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.001
584,energy,fixnoiseFCN,32,0.1,0.001,0.05,0.01,0.01
585,energy,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.05
586,power-plant,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.2
587,bostonHousing,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.01
588,energy,fixnoiseFCN,32,0.1,0.001,0.1,0.01,0.01
589,wine-quality-red,dropoutFCN,32,0.01,0.001,0.01,0.01,0.2
590,energy,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.01
591,wine-quality-red,dropoutFCN,32,0.01,0.001,0.01,0.01,0.1
592,bostonHousing,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.005
593,wine-quality-red,dropoutFCN,32,0.01,0.001,0.01,0.01,0.05
595,wine-quality-red,dropoutFCN,32,0.01,0.001,0.01,0.01,0.01
596,bostonHousing,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.001
597,energy,fixnoiseFCN,32,0.1,0.002,0.001,0.01,0.01
598,wine-quality-red,dropoutFCN,32,0.01,0.001,0.01,0.01,0.005
599,power-plant,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.1
600,bostonHousing,dropoutFCN,32,0.001,0.001,0.01,0.01,0.2
601,wine-quality-red,dropoutFCN,32,0.01,0.001,0.01,0.01,0.001
602,bostonHousing,dropoutFCN,32,0.001,0.001,0.01,0.01,0.1
603,energy,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.005
604,wine-quality-red,dropoutFCN,32,0.01,0.002,0.01,0.01,0.2
605,wine-quality-red,dropoutFCN,32,0.01,0.002,0.01,0.01,0.1
606,bostonHousing,dropoutFCN,32,0.001,0.001,0.01,0.01,0.05
607,energy,fixnoiseFCN,32,0.1,0.002,0.005,0.01,0.01
608,wine-quality-red,dropoutFCN,32,0.01,0.002,0.01,0.01,0.05
609,wine-quality-red,dropoutFCN,32,0.01,0.002,0.01,0.01,0.01
610,bostonHousing,dropoutFCN,32,0.001,0.001,0.01,0.01,0.01
611,wine-quality-red,dropoutFCN,32,0.01,0.002,0.01,0.01,0.005
612,wine-quality-red,dropoutFCN,32,0.01,0.002,0.01,0.01,0.001
613,energy,fixnoiseFCN,32,0.1,0.002,0.01,0.01,0.01
614,energy,dropoutFCN,32,0.01,0.0005,0.01,0.01,0.001
615,bostonHousing,dropoutFCN,32,0.001,0.001,0.01,0.01,0.005
616,power-plant,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.05
617,bostonHousing,dropoutFCN,32,0.001,0.001,0.01,0.01,0.001
618,bostonHousing,fixnoiseFCN,32,0.0001,0.0001,0.005,0.01,0.01
619,wine-quality-red,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.2
620,bostonHousing,dropoutFCN,32,0.001,0.002,0.01,0.01,0.2
621,energy,dropoutFCN,32,0.01,0.001,0.01,0.01,0.2
622,energy,fixnoiseFCN,32,0.1,0.002,0.05,0.01,0.01
623,bostonHousing,dropoutFCN,32,0.001,0.002,0.01,0.01,0.1
624,wine-quality-red,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.1
625,bostonHousing,dropoutFCN,32,0.001,0.002,0.01,0.01,0.05
626,energy,dropoutFCN,32,0.01,0.001,0.01,0.01,0.1
627,wine-quality-red,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.05
628,energy,fixnoiseFCN,32,0.1,0.002,0.1,0.01,0.01
629,bostonHousing,dropoutFCN,32,0.001,0.002,0.01,0.01,0.01
630,bostonHousing,dropoutFCN,32,0.001,0.002,0.01,0.01,0.005
631,energy,dropoutFCN,32,0.01,0.001,0.01,0.01,0.05
632,wine-quality-red,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.01
633,bostonHousing,dropoutFCN,32,0.001,0.002,0.01,0.01,0.001
634,wine-quality-red,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.005
635,energy,dropoutFCN,32,0.01,0.001,0.01,0.01,0.01
636,wine-quality-red,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.001
637,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.2
638,wine-quality-red,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.2
639,energy,dropoutFCN,32,0.01,0.001,0.01,0.01,0.005
640,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.1
641,wine-quality-red,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.1
642,wine-quality-red,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.05
643,wine-quality-red,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.01
644,wine-quality-red,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.005
645,wine-quality-red,dropoutFCN,32,0.001,0.0005,0.01,0.01,0.001
646,energy,dropoutFCN,32,0.01,0.001,0.01,0.01,0.001
647,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.05
648,wine-quality-red,dropoutFCN,32,0.001,0.001,0.01,0.01,0.2
649,wine-quality-red,dropoutFCN,32,0.001,0.001,0.01,0.01,0.1
650,wine-quality-red,dropoutFCN,32,0.001,0.001,0.01,0.01,0.05
651,power-plant,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.01
652,energy,dropoutFCN,32,0.01,0.002,0.01,0.01,0.2
653,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.01
654,wine-quality-red,dropoutFCN,32,0.001,0.001,0.01,0.01,0.01
655,wine-quality-red,fixnoiseFCN,32,0.1,0.0001,0.01,0.01,0.01
656,wine-quality-red,dropoutFCN,32,0.001,0.001,0.01,0.01,0.005
657,energy,dropoutFCN,32,0.01,0.002,0.01,0.01,0.1
658,wine-quality-red,dropoutFCN,32,0.001,0.001,0.01,0.01,0.001
659,wine-quality-red,dropoutFCN,32,0.001,0.002,0.01,0.01,0.2
660,power-plant,FCN,32,1e-05,0.0001,0.01,0.01,0.01
661,energy,dropoutFCN,32,0.01,0.002,0.01,0.01,0.05
662,wine-quality-red,dropoutFCN,32,0.001,0.002,0.01,0.01,0.1
663,wine-quality-red,dropoutFCN,32,0.001,0.002,0.01,0.01,0.05
664,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.005
665,wine-quality-red,dropoutFCN,32,0.001,0.002,0.01,0.01,0.01
666,energy,dropoutFCN,32,0.01,0.002,0.01,0.01,0.01
668,wine-quality-red,dropoutFCN,32,0.001,0.002,0.01,0.01,0.005
669,wine-quality-red,dropoutFCN,32,0.001,0.002,0.01,0.01,0.001
670,energy,dropoutFCN,32,0.01,0.002,0.01,0.01,0.005
671,bostonHousing,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.001
672,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.2
673,wine-quality-red,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.2
674,energy,dropoutFCN,32,0.01,0.002,0.01,0.01,0.001
675,bostonHousing,fixnoiseFCN,32,0.0001,0.0001,0.01,0.01,0.01
676,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.1
677,wine-quality-red,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.1
678,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.05
679,wine-quality-red,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.05
680,wine-quality-red,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.01
681,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.01
682,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.005
683,wine-quality-red,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.005
684,bostonHousing,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.001
685,bostonHousing,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.2
686,wine-quality-red,dropoutFCN,32,0.0001,0.0001,0.01,0.01,0.001
687,bostonHousing,noisyFCN,32,0.001,0.0001,0.01,0.005,0.01
688,bostonHousing,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.1
689,wine-quality-red,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.2
690,energy,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.2
691,bostonHousing,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.05
692,wine-quality-red,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.1
693,power-plant,dropoutFCN,32,0.01,0.0001,0.01,0.01,0.005
694,bostonHousing,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.01
695,wine-quality-red,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.05
696,wine-quality-red,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.01
697,bostonHousing,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.005
698,wine-quality-red,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.005
699,bostonHousing,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.001
700,bostonHousing,fixnoiseFCN,32,0.0001,0.0001,0.05,0.01,0.01
701,wine-quality-red,dropoutFCN,32,0.0001,0.0005,0.01,0.01,0.001
702,bostonHousing,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.2
703,wine-quality-red,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.2
704,wine-quality-red,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.1
705,bostonHousing,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.1
706,wine-quality-red,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.05
707,bostonHousing,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.05
708,wine-quality-red,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.01
709,bostonHousing,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.01
710,wine-quality-red,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.005
711,bostonHousing,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.005
712,wine-quality-red,dropoutFCN,32,0.0001,0.001,0.01,0.01,0.001
713,energy,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.1
714,bostonHousing,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.001
715,wine-quality-red,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.2
716,wine-quality-red,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.1
717,wine-quality-red,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.05
718,wine-quality-red,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.01
719,wine-quality-red,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.005
720,wine-quality-red,dropoutFCN,32,0.0001,0.002,0.01,0.01,0.001
721,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.2
723,wine-quality-red,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.2
724,energy,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.05
725,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.1
726,wine-quality-red,fixnoiseFCN,32,0.1,0.0001,0.05,0.01,0.01
727,wine-quality-red,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.1
728,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.05
729,wine-quality-red,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.05
730,bostonHousing,fixnoiseFCN,32,0.0001,0.0001,0.1,0.01,0.01
731,wine-quality-red,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.01
732,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.01
733,wine-quality-red,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.005
734,power-plant,FCN,32,1e-05,0.0005,0.01,0.01,0.01
735,energy,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.01
736,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.005
737,wine-quality-red,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.001
738,bostonHousing,fixnoiseFCN,32,0.0001,0.0005,0.001,0.01,0.01
739,wine-quality-red,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.2
740,wine-quality-red,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.1
741,wine-quality-red,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.05
742,power-plant,fixnoiseFCN,32,0.01,0.0001,0.01,0.01,0.01
743,bostonHousing,noisyFCN,32,0.001,0.0001,0.01,0.01,0.01
744,wine-quality-red,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.01
745,bostonHousing,dropoutFCN,32,1e-05,0.0001,0.01,0.01,0.001
746,wine-quality-red,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.005
747,wine-quality-red,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.001
748,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.2
749,energy,dropoutFCN,32,0.001,0.0001,0.01,0.01,0.005
750,wine-quality-red,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.2
751,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.1
752,wine-quality-red,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.1
753,bostonHousing,fixnoiseFCN,32,0.0001,0.0005,0.005,0.01,0.01
754,wine-quality-red,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.05
755,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.05
756,wine-quality-red,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.01
757,wine-quality-red,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.005
758,bostonHousing,dropoutFCN,32,1e-05,0.0005,0.01,0.01,0.01
759,wine-quality-red,dropoutFCN,32,1e-05,0.001,0.01,0.01,0.001
